PALLAVI,2026_OSDDS_70473_1,"2nd Call Construction of Boys Toilet at ISRANGBARI J.B SCHOOL, JHILIKMA HATHAI JB SCHOOL, DEBTA BARI J.B SCHOOL, UJAN FATIKCHHARA S.B SCHOOL, Hezamara, Lefunga block of West Tripura under Samagra Shiksha under Elementary Level during 2025-26",Works,Director - Directorate of Secondary Education||Dy Director - Directorate of Secondary Education||Stipend Sec - Directorate of Secondary Education||OSD - Directorate of Secondary Education,,"44,000",,"22,00,000",TRIPURA,West Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70494_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and, layimg of new pipeline in damaged area etc. complete at L404-NH 208 to TRPC Co",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"15,969",,"7,98,445",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_OSDDS_70474_1,"2nd Call Construction of Boys Toilet at KUMARIBIL J.B SCHOOL, MOKAM BARI ENGLISH MEDIUM J.B SCHOOL SIPAI KAMI SB SCHOOL, MALABATIPARA NEPALIBASTI S.B, Bamutia, Lefunga block of West Tripura under Samagra Shiksha under Elementary Level during 202",Works,Director - Directorate of Secondary Education||Dy Director - Directorate of Secondary Education||Stipend Sec - Directorate of Secondary Education||OSD - Directorate of Secondary Education,,"22,000",,"22,00,000",TRIPURA,West Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70438_1,"Periodical repair of Jamtailbari PWD road to Tachai Tea Estate via Tachai School Ch 0.00 to 790 m L 0.790 Km SH Metalling, carpeting, seal coating, Block pitching etc. complete during the year 2025-26. G-I etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Kailashahar Division",,"47,828",,"23,91,417",TRIPURA,Kailashahar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70158_1,Please refer DNIeT,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"17,226",,"8,61,309",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70430_1,"Construction of Road Side Drain and maintenance of Kailashahar to Murticherra road Ch 0.00 m to 195.00 m SH metaling, carpeting, recarpeting, sand seal coat, pucca drain etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Kailashahar Division",,"48,390",,"24,19,493",TRIPURA,Kailashahar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70433_1,"Construction of Road Side Drain along Paiturbazar Sonamara Road, during the year 2025-26SH R.C.C. RSD L 133 m, etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Kailashahar Division",,"48,534",,"24,26,680",TRIPURA,Kailashahar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70441_1,"Periodical repair of Jamtailbari PWD road to Tachai Tea Estate via Tachai School Ch 790m to 1790m L 1 Km SH Metalling, carpeting, seal coating, Block pitching etc. complete during the year 2025-26. G-II etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Kailashahar Division",,"46,844",,"23,42,201",TRIPURA,Kailashahar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70436_1,"Maintenance of various roads under Chandipur RD Block SH Patch metaling, patch carpeting, Seal coat, Brick bats, slip clearance, Jungle cutting, etc",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Kailashahar Division",,"48,024",,"24,01,200",TRIPURA,Kailashahar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70178_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,384",,"9,69,191",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70173_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,400",,"9,70,007",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70168_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,401",,"9,70,066",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70164_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,412",,"9,70,577",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70162_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,333",,"9,66,652",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70175_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,186",,"9,59,319",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70171_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,401",,"9,70,066",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70535_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and layimg of new pipeline in damaged area etc. complete at L407-AU Road to Sitajo",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"19,193",,"9,59,632",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_OSDDS_70597_1,3rd Call/Repair of Dysfunctional Toilet in 16 nos. Schools in Ambassa block of Dhalai District under Samagra Shiksha for the year 2025-26,Works,Director - Directorate of Secondary Education||Dy Director - Directorate of Secondary Education||Stipend Sec - Directorate of Secondary Education||OSD - Directorate of Secondary Education,,"47,948",,"23,97,375",TRIPURA,"Ambassa, Dhalai",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70536_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, relaying of pipeline, sluice valves and layimg of new pipeline in damaged area etc. complete at L403-AB-Chellagang Ro",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"48,317",,"24,15,850",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70538_1,"Hiring of mini truck, TATA 608/709 with 4 (Four) nos Sintex (1000 Ltr capacity each) and maxi truck, TATA 207 with 2 nos Sintex (1000 Ltr capacity each) for carrying of drinking water for different habitation within Karbook RD Block under DWS Sub-Div",Services,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"23,885",,"11,94,250",TRIPURA,Karbook,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70531_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and, layimg of new pipeline in damaged area etc. complete at L405-Kaberai road to A",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"25,655",,"12,82,767",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70534_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and layimg of new pipeline in damaged area etc. complete at L409 AB Road At Kurma P",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"32,075",,"16,03,765",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70532_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings,sluice valves, relaying of pipeline and layimg of new pipeline in damaged area etc. complete at L415-PWD Kurma-Burma Til",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"7,043",,"3,52,165",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70533_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings,sluice valves, relaying of pipeline and layimg of new pipeline in damaged area etc. complete at L412-AB Road to Old Kach",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"8,140",,"4,06,981",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_69958_1,Hiring of 01 one No MM Bolero Top model not before 2023 commercial along with driver fuel lubricant etc for the use of the Executive Engineer NH Division PWDNH Kumarghat Unakoti Tripura during the year 202526,Services,"Chief Engineer, PWD (R and B)||SE PWD (R and B) NH Circle||EE NH Division Kumarghat",,"11,482",,"5,74,080",TRIPURA,Kumarghat,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70547_1,"FDR/ Restoration of UWS/RWS Scheme under Gomati District, Tripura/SH- Repair and maintenance of damaged infrastructure of 12(Twelve) Nos. flood effected scheme along with all other allied works etc. complete at different DTW schemes under the jurisdi",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"48,011",,"24,00,544",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70157_1,Repairing maintenance restoring and CAMC of existing firefighting system including design drawing and display of fire evacuation plan in different areas of Gplus6 Emergency Building and Gplus2 Old buildings of IGM hospital by providing necessary spar,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mechanical Division",,"29,610",,"14,80,500",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70285_1,"Strengthening of road from Harijoy Chowdhury Para to TEC road (Food Godown) Via Binapani (L 1.20 Km, from Ch.2.030 Km to Ch.3.230 Km) under Jirania RD Block.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Jirania Division",,"5,36,875",,"2,68,43,749",TRIPURA,Jirania,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70288_1,Strengthening of road from Ranirbazar Gopal road (NH 8) To Nalgaria (NH 08) via Railway over bridge and Water Treatment Plant to Bhumihin Colony under Jirania R.D Block (L 3.950 Km).,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Jirania Division",,"11,33,193",,"5,66,59,633",TRIPURA,Jirania,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70320_1,"BM, BC, Pot holes correction and stripping of earthen shoulder etc",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Dharmanagar Division",,"21,60,617",,"10,80,30,865",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70585_1,SH WBM III Grouting Tack coat ReCarpeting Seal Coat Paver Block work etc,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"48,407",,"24,20,358",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70577_1,Maintenance of Toilet rooms (Male and Female) and construction of iron platform for gardening at the District and Sessions Judge Court Sonamura during the year 2025 26,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"10,656",,"5,32,814",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70551_1,"Improvement and widening AT road to kaifung Para PMGSY road to Sadhu Para ( L407)(Length-0.62),2.No Regrouping Colony to Ompi Raban Para PMGSY Road ( L402) (Length-0.771),Regrouping colony to Ompi Raban PMGSY road ( L401) (Length-0.793 km) under",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"21,906",,"10,95,303",TRIPURA,Ampi,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_OSDDS_70594_1,3rd Call/Repair of Dysfunctional Toilet in 16 nos. Schools in Dumburnagar and Raishyabari block of Dhalai District under Samagra Shiksha for the year 2025-26,Works,Director - Directorate of Secondary Education||Dy Director - Directorate of Secondary Education||Stipend Sec - Directorate of Secondary Education||OSD - Directorate of Secondary Education,,"47,924",,"23,96,199",TRIPURA,"Dumburnagar, Dhalai",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70550_1,"Improvement and widening AT road to Raban Para road to Adi Devendra Para ( Package No-TR-06-20 P4) ( L414)(Length-1.525)under PM JANMAN SCHEME within Ampi RD Block area during the year 2025-26/ S.H - Remodelling, Shifting and laying of UPVC , DI, GI",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"20,694",,"10,34,678",TRIPURA,Ampi,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70553_1,"Running and maintenance of DTW Schemes under Karbook R.D Block, Gomati District, Tripura/SH-Repairing and maintenance of existing pipeline by remodelling, shifting at different DTW scheme fall under road construction work of PWD(R and B) of chainage",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"33,164",,"16,58,178",TRIPURA,Karbook,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70549_1,"Running maintenance of RWS scheme at Amarpur RD Block/SH- Maintenance and extension of PVC/ GI pipeline, installation of submersible pumpset, FHTC, post platform etc. in/c. all allied works at Purba Duluma, Paschim Duluma, Khedarnal, Natun Bazar VC a",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"20,857",,"10,42,856",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70477_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and, layimg of new pipeline in damaged area etc. complete at 1401-Surjyaham Para to",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"31,128",,"15,56,403",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70006_1,Annual maintenance of High wall Cassette Vertical Split AC and Window AC system of NTH I building NTH II building Jayanti Block Medicine Block Old Building Central Laboratory and other buildings under AGMC GBP Hospital Agartala Tripura for 01 year 2n,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mechanical Division",,"39,178",,"19,58,910",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEPWD_70582_1,Maintenance of the residential quarter of the District and Sessions Judge and other residential quarter of the Judicial Officers at Sonamura within Sonamura PWD (RandB)Sub Division during the FY 2025 26,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"2,422",,"1,21,096",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CERDD_70570_1,INTERNAL ELECTRIFICATION,Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-3, CE, RDD||Executive Engineer Northern Division-2",,"10,549",,"5,27,464",TRIPURA,UNDER R.D. KANCHANPUR SUB DIVISION,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CERDD_70569_1,INTERNAL ELECTRIFICATION,Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-3, CE, RDD||Executive Engineer Northern Division-2",,"10,348",,"5,17,395",TRIPURA,UNDER R.D. KANCHANPUR SUB DIVISION,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CERDD_70563_1,MAINTENANCE AND PROCUREMENT,Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-3, CE, RDD||Executive Engineer Northern Division-2",,"34,834",,"17,41,717",TRIPURA,UNDER R.D. KANCHANPUR SUB DIVISION,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70468_1,"Running Maintenance of RWS Scheme under Ampi R.D. Block during the year 2025-26 /SH-Maintenance, repairing of PVC pipe including extention of UPVC pipeline and reconstruction of masonry chamber etc. at different DTW Schemes under DWS Sub-Divsion , Am",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"29,113",,"14,55,652",TRIPURA,Ampi,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70454_1,Water Supply Schemes in Tripura under RWS/UWS/Re-Devalopment of 08(Eight) Nos old serviceable Deep Tube Wells with contractors own Normal Power Air Compressor and 08(Eight) Nos old Serviceable Deep Tube wells with Contractors Own High Power Air Compr,Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"46,490",,"23,24,522",TRIPURA,Ampi,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70530_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and, layimg of new pipeline in damaged area etc. complete at L406-AN Road to Kabera",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"36,956",,"18,47,815",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_POWER_69959_1,As per Bid Document,Works,"Chairman cum MD, TSECL||Director (Tech), Dept. of Power||AGM (Trans.), POWER||DGM Transmission Divn.,Agartala,POWER",,"27,456",,"13,72,812",TRIPURA,Agartala Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 17:00:00
PALLAVI,2026_KAOML_70458_1,"Supply, Development, Customisation, Implementation and Support of Cloud-based Digital Library Solution",Services,Directorate of Kokborok and Other Minority Language,,"50,000",,,TRIPURA,"Shiksha Bhavan, Office Lane, Agartala,",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 17:30:00
PALLAVI,2026_CEPWD_70590_1,"Patch soling, metalling, repair to pot holes, PMC, paver block, drain mtc, etc. (Gr-II).",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No V",,"48,431",,"24,21,554",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_FISH_70182_1,Supply of Major carp fingerlings (7 to 10 cm),Goods,Directorate of Fisharies||Teliamura Sub Division,,"23,400",,"7,80,000",TRIPURA,Supdt. of Fisheries Teliamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70525_1,"Strengthening of road from Khowai Jeep stand to Assam rifle camp under Khowai RD Block under PWD RandB Khowai Subdivision during the year 2025 26 SH GSB, WBM, BM, BC etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"2,91,016",,"1,45,50,816",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_FISH_70419_1,"Renovation of old water body of Dead River at Amla Para, Ward No.06, Khowai Municipal Council under Khowai Sub-Division",Works,Directorate of Fisharies,,"12,581",,"6,29,069",TRIPURA,Khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
PALLAVI,2026_CEPWD_70586_1,"Soling, PCC, RCC and etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No V",,"22,423",,"11,21,146",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,26-02-2026 15:00:00
